,Clusters,organization_name,naics_code
4017,[337],Vilarino,238140.0
4018,[1698],St Lawrence Centre For The Arts,711111.0
4019,[600],Board of Health For the Peterborough County - City Health Unit,621494.0
4020,[186],Formway Construction Ltd,237990.0
4021,[1191],Daniels Group Inc.,238350.0
4022,[1289],Wilson Memorial General Hospital,
4023,[2996],Kautex Textron North America,326198.0
4024,[1404],Stamnik Industrial Inc,236220.0
4025,[873],Algoma Steel Inc,331110.0
4026,[305],Blu-Mar Excavating & Grading Ltd,238910.0
4027,[6],Corporation of The City of Belleville,913910.0
4028,[2971],Point Up Masonry,238140.0
4029,[243],119745 Ontario Ltd o/a Sev-Con Trucking & Excavating,238910.0
4030,[210],S.S.T. Landscaping And Snowplowing,238990.0
4031,[431],Yorktown Family Centre,624190.0
4032,[425],Corporation of the City of Sarnia,913140.0
4033,[1068],Tochacores Construction Inc,238140.0
4034,[383],Ba International Inc,323119.0
4035,[522],Avery Construction Limited,237310.0
4036,[1409],Bell Canada,517112.0
4037,[1175],Brennan Paving Ltd.,237310.0
4038,[2513],CLS Catering Services Ltd,722310.0
4039,[13],HCN - Revera Lesse (Bough Beeches Place) LP by its General Partner HCN - Revera Lesse (Bough Beeches Place) GP Inc. Operating as Bough Beeches Place,623310.0
4040,[1891],Guildline Instruments Ltd.,334512.0
4041,[1120],North American Lumber Limited,416320.0
4042,[3176],St Clair Catholic District School Board,611110.0
4043,[1190],Caressant Care Nursing & Retirement Homes Limited,623110.0
4044,[1041],Greater Essex County District School Board,611110.0
4045,[1460],Leisureworld Inc,623110.0
4046,[581],Amico Contracting & Engineering Inc,237110.0
4047,[717],Womens Crisis Services of Waterloo Region (WCSWR),624190.0
4048,[237],Chatham-Kent Health Alliance,622111.0
4049,[36],Canadian National Railway Co,482113.0
4050,[3152],St. Joseph's General Hospital,622111.0
4051,[1415],Metric Utilities Ltd,237110.0
4052,[2527],Ottawa-Carleton District School Board,611110.0
4053,[2191],Magellan Aerospace,336410.0
4054,[20],1526490 Ontario Inc (D&G Construction),237990.0
4055,[643],2101516 Ontario Inc. O/A Country Inn By Carlson,721111.0
4056,[6],Corporation of The City of Belleville,913140.0
4057,[1],Rocky River Construction Ltd.,237990.0
4058,[769],Corporation of The City of Kawartha Lakes - Victoria Manor,623310.0
4059,[1182],Comtech Fire Credit Union Ltd.,522130.0
4060,[1461],1371103 Ontario Inc (Triform),237130.0
4061,[2950],Gemini-SRF Power Corporation,221111.0
4062,[1190],Catholic District School Board of Eastern Ontario,611110.0
4063,[1695],Broadview Foundation (Chester Village),623110.0
4064,[388],Orbit Excavating & Sanitation Services Ltd,237130.0
4065,[698],Waterloo Region District School Board,611110.0
4066,[874],Colangelo Carpentry Ltd,238350.0
4067,[2392],Algoma Community Legal Clinic Inc,541110.0
4068,[577],"Dufferin Construction Company, a division of CRH Canada Group Inc.",237310.0
4069,[2265],Jasper Constructors Ltd.,237990.0
4070,[1120],Northeast Mental Health Centre,622210.0
4071,[1251],Terex Earth Services,237110.0
4072,[135],Northeastern Catholic District School Board,611110.0
4073,[1127],University Health Network,622111.0
4074,[1586],Auto Spray Systems Inc,238220.0
4075,[736],Trioline Masonry Ltd,238140.0
4076,[1945],Cox Construction Limited,237310.0
4077,[1030],Capital Paving Inc.,237310.0
4078,[211],T.O. Live operating at the Meridian Hall,711111.0
4079,[2889],Choices Association Inc.,624120.0
4080,[1145],Brampton Brick Limited,327120.0
4081,[698],Waterloo Catholic District School Board,611110.0
4082,[285],Ontario College of Art & Design University,611310.0
4083,[1102],Writers Guild of Canada,711511.0
4084,[168],NAV CANADA,488111.0
4085,[232],Canadian Standards Association (CSA Group),813910.0
4086,[6],Corporation of The County of Dufferin,623310.0
4087,[1125],Simcoe Muskoka Catholic District School Board,611110.0
4088,[2722],Alfred Fach Excavating,237130.0
4089,[1261],Algoma Central Corp,483115.0
4090,[319],Nelson Quarry Copany,327990.0
4091,[1132],City of Kawartha Lakes Police Services Board,913130.0
4092,[421],Alto Restoration Inc.,236110.0
4093,[1081],Alpha Court Non Profit Housing Corporation,531112.0
4094,[1295],Globe and Mail Inc.,511110.0
4095,[2521],Treasury Board of Canada,911910.0
4096,[2584],Weston Bakeries Limited,311814.0
4097,[828],Nutritional Management Services (1991) Ltd,722310.0
4098,[2675],Delta Hotels Ltd,721111.0
4099,[757],1467132 Ontario Inc,237990.0
4100,[1993],Sturgeon Falls Brush & Contracting Ltd,238140.0
4101,[72],Brant County Power Incorporated,221122.0
4102,[82],Roma Fence Ltd,236220.0
4103,[851],Exhibit Builders Group of Ontario on behalf of CDA Industries Inc.,238390.0
4104,[2904],Masonite International Corporation,321911.0
4105,[1189],Landtar Construction,238990.0
4106,[2493],El Al Israel Airlines Ltd.,481110.0
4107,[1259],Shouldice Hospital Limited,622310.0
4108,[2867],Ansell Mechanical Ltd,238220.0
4109,[2336],Bomanite (Toronto) Ltd,237310.0
4110,[2375],Corporation of The Village of Point Edward,913910.0
4111,[2266],D & N Demolition And Construction Services,238910.0
4112,[1340],Mapleleaf Project Management,238220.0
4113,[913],Feather Industries Canada Limited,339990.0
4114,[1332],Child Development Institute,624190.0
4115,[2389],Tko Heating & Air,238220.0
4116,[733],Queen's University,611310.0
4117,[1957],Mazzuca Concrete Ltd,237130.0
4118,[1589],Road Mill Construction Inc,237310.0
4119,[2493],El Con Construction Inc,236220.0
4120,[286],Boulder Mechanical Contracting Inc,238220.0
4121,[2906],Dodaro Landscaping Services Inc,238990.0
4122,[1092],Villa Marconi Health Centre,623110.0
4123,[1674],Springfield Hotels Airport Inc. (Hampton Inn & Suites),721111.0
4124,[2963],Aramark Canada Ltd,561722.0
4125,[518],Toronto Catholic District School Board,611110.0
4126,[424],National Research Council of Canada,911910.0
4127,[1350],"Kingston, Frontenac and Lennox & Addington Health Unit",621494.0
4128,[368],Norfolk General Hospital,622111.0
4129,[1190],Capricorn Investments Ltd (Elgin Abbey Nursing Home),623110.0
4130,[6],Corporation of The City of Burlington,913910.0
4131,[2078],Canada Science And Technology Museums Corporation,712115.0
4132,[1510],Meaford Long Term Care Centre,623110.0
4133,[262],Lafarge Canada Inc,327310.0
4134,[1885],Corporation of the City of Cornwall,913140.0
4135,[2920],Ferrjo Construction,237990.0
4136,[2477],Babcock & Wilcox Power Generation Group Canada Corp.,333990.0
4137,[520],Conmed Health Care Group,623110.0
4138,[6],Corporation of The City of Mississauga,913140.0
4139,[643],1073800 Ontario Ltd (Napanee Crane Rentals),237990.0
4140,[2341],Coleman Care Centre,623110.0
4141,[1062],Scarborough Health Network,622111.0
4142,[517],Gb Welding,238220.0
4143,[2426],Gordy's Construction Excavating Ltd,236220.0
4144,[404],Verdi Inc,236220.0
4145,[151],Renfrew County Catholic District School Board,611110.0
4146,[2924],Franke Kindred Canada Limited,332999.0
4147,[895],Bell Information Communications Technology (Bell ICT),541611.0
4148,[981],Cargill Limited,311611.0
4149,[1226],Thunder Bay Public Library Board,519121.0
4150,[1064],Bruce Villa Inc,623310.0
4151,[1743],Homewood Health Centre,622210.0
4152,[1861],McKenzie Lumber Inc.,321111.0
4153,[1959],St Marys Paper Corp,
4154,[1182],Community Living Parry Sound,623210.0
4155,[1643],Roberta Place,623110.0
4156,[3038],Espartel Investments Ltd,
4157,[1142],Algoma District School Board,611110.0
4158,[2316],Ukrainian Canadian Care Centre,623110.0
4159,[3001],Hoey & Mcmillan Ltd,236110.0
4160,[566],County of Oxford,623110.0
4161,[2727],Challenger Crane Corp,332319.0
4162,[1918],Ontario Teachers Federation,813920.0
4163,[13],"HCN-Revera Lessee (Hunt Club Manor) LP By its General Partner HCN-Revera Lessee (Hunt Club Manor) GP Inc. operating as ""Hunt Club Manor""",623310.0
4164,[799],Sodexo Canada Ltd,561722.0
4165,[1124],Comstock Canada Ltd,237130.0
4166,[1772],District School Board Ontario North East,611110.0
4167,[1],Rock Construction & Mining Inc,237990.0
4168,[3061],A City Window Repair Co Ltd,561721.0
4169,[1423],McDonough's Your Independent Grocer,445110.0
4170,[2237],Brinks Canada Ltd,561613.0
4171,[2644],Compass Group of Canada Ltd.,722310.0
4172,[1233],Maurice Roofing Ltd,238160.0
4173,[993],National Gallery of Canada/ Musée des beaux-arts du Canada,712111.0
4174,[1579],Rex Masonry 2000 Ltd.,238140.0
4175,[1492],City of Hamilton,621494.0
4176,[1295],Globe and Mail Inc.,511110.0
4177,[1518],Waltec Electrical Services Ltd,238210.0
4178,[1418],"Driver's Industrial Installation Ltd., FT Asset Management Services Integrated Ltd.",238390.0
4179,[1793],Gorbern Mechanical Inc,238220.0
4180,[1502],Kingsway Transport,484121.0
4181,[492],Governing Council of The University of Toronto,611310.0
4182,[1989],Hallmark Housekeeping Services Inc,561722.0
4183,[791],Cameco Fuel Manufacturing Inc,325190.0
4184,[219],Geraldton District Hospital,622111.0
4185,[3053],Rk Sheet Metal Consulting & Management,238160.0
4186,[2090],Sepex Excavations Inc,237310.0
4187,[518],Toronto Catholic District School Board,611110.0
4188,[2915],Carleton University,611310.0
4189,[943],Marathon Drilling Co Ltd,238299.0
4190,[1380],Pyramid Paving (2006) Limited,237310.0
4191,[1994],1120702 Ontario Corp (X-L-Air Energy Services Ltd),238220.0
4192,[3136],Springwall Sleep Products Inc.,337910.0
4193,[1612],Deep River and District Hospital,622111.0
4194,[1989],Hallmark Housekeeping Services Inc.,561722.0
4195,[157],GATX Rail Canada Inc,488210.0
4196,[769],Corporation of The Township of Whitewater Region,913910.0
4197,[947],Autoform Contracting London Ltd,237990.0
4198,[2461],Canadian Blood Services,621990.0
4199,[1499],Board of Governors of Thorneloe University,611310.0
4200,[1627],Thomkess Crane Rental,237990.0
4201,[3145],CVH Birchwood Terrace Nursing Home,623110.0
4202,[1866],University of Toronto Graduate Students’ Union,813410.0
4203,[582],F C M Construction Ltd,236220.0
4204,[2475],Roma Plumbing Ltd,238220.0
4205,[834],Sudbury Symphony Orchestra Association Inc,711130.0
4206,[2374],Tilton Industries Inc.,332810.0
4207,[1339],Adl Environnement Inc,238910.0
4208,[906],Cuso International,813910.0
4209,[2448],Aramark Canada Ltd (Mont Saint-Joseph),722310.0
4210,[135],Norfolk Association for Community Living,624120.0
4211,[213],Independent Unionized Landscaping Contractors’ Association on behalf of Trinity Contracting & Landscaping Ltd,238990.0
4212,[881],Hamilton-Wentworth Catholic District School Board,611110.0
4213,[526],Windsor-Essex County Association of Realtors (WECAR),813910.0
4214,[617],Fraser School Community Day Care Centre,624410.0
4215,[232],Can-Lift Contracting & Crane Services,238990.0
4216,[522],Aveiro Concrete & Drain Inc,237990.0
4217,[359],West Parry Sound Health Centre,622111.0
4218,[3007],Murray Excavation & Demolition,238110.0
4219,[2595],Scarborough Hospital,622111.0
4220,[1949],Hellenic Home For The Aged Inc,623110.0
4221,[1793],Goreski Roofing & Lathing Ltd,238160.0
4222,[1370],All Around Contracting Inc.,237310.0
4223,[1813],Art Lofranco Ltd,237110.0
4224,[2222],Hôpital Montfort/Montfort Hospital,622111.0
4225,[2363],Regional Municipality of Durham Police Services Board,913130.0
4226,[2019],Rbeni Cement Finishing,236220.0
4227,[356],Canadian Bank Note Company Limited,323119.0
4228,[1029],George R. Force Group Homes as operated by Banyan Community Services Inc.,623999.0
4229,[1497],"Roman Catholic Episcopal Corporation of Diocese of London in Ontario, as owner and operator of St. Peter's Cemetery London",812220.0
4230,[2399],Thomson Reuters Canada Ltd.,323119.0
4231,[1070],"Perimeter Aviation LP, operating as Bearskin Airlines",481110.0
4232,[2131],Paddock Developments Ltd,237310.0
4233,[3115],Major Construction (2010) Ltd,237990.0
4234,[650],Patricia Gardens Supportive Housing Facility,623310.0
4235,[1079],"Revera Long Term Care, operating as Reachview Village",623110.0
4236,[1079],Revera Long Term Care Inc. operating as Sumac Lodge,623110.0
4237,[3121],Alps Forming Ltd,236220.0
4238,[356],Canadian Imperial Bank of Commerce,522111.0
4239,[399],ERTH Power Corporation,221122.0
4240,[1724],Dresden Industrial,332118.0
4241,[700],Osprey Media Group Inc (Peterborough Examiner),511110.0
4242,[3093],L.A. Company Limited,238140.0
4243,[113],GDI Services (Canada) LP,561722.0
4244,[2620],Chris Concrete Cutting Inc.,238990.0
4245,[2931],Clintwood Non-Profit Housing Co-Operative Inc.,531310.0
4246,[963],Royal Ottawa Health Care Group,622210.0
4247,[877],Premier Operating Corp,512130.0
4248,[2334],WM. Johnson Construction Limited,237310.0
4249,[977],Citywide Masonry Group Inc.,238140.0
4250,[1243],Hamilton Health Sciences,622111.0
4251,[1697],Upper Canada Minerals Inc,212316.0
4252,[2521],Treasury Board of Canada,911910.0
4253,[169],Centaur Products Inc,236220.0
4254,[2124],Paragon Health Care (Ontario) Inc,623110.0
4255,[2417],Bianchi Contracting (2004) Inc,237110.0
4256,[243],1547959 Ontario Ltd O/A Cgk Industrial O/A Cgk Aluminum,238170.0
4257,[1600],Dancap Productions Inc,711321.0
4258,[1127],Union Pro Sportswear Inc.,315289.0
4259,[1969],Arsco Investments,531310.0
4260,[1490],Impact Cleaning Services Ltd.,561722.0
4261,[1118],First Air,481110.0
4262,[2327],H.B. White Canada Corp,237130.0
4263,[185],Lakeview Group Ltd/Lakeview Homes,236110.0
4264,[1721],Mini-Skool A Childs Place Inc,624410.0
4265,[1226],THK Rhythm Automotive Canada Ltd,336330.0
4266,[757],1341578 Ontario Ltd,238140.0
4267,[562],Compass Group Canada (Beaver) Ltd.,722310.0
4268,[2756],Fiddicks Nursing Home Limited,623310.0
4269,[1640],Corporation of Norfolk County,621494.0
4270,[1994],1460767 Ontario Inc (Rock Solid Marble & Granite),238340.0
4271,[2301],Metrix Carpentry Contractors Ltd.,238130.0
4272,[1918],Ontario Power Generation Inc,221111.0
4273,[150],Linde Canada Inc.,325120.0
4274,[492],Governing Council of the University of Toronto,611310.0
4275,[2817],Superior Door Co,238350.0
4276,[2602],Acier St-Michel Inc,237310.0
4277,[910],Dole Contracting Inc,236220.0
4278,[797],Statistical Survey Operations,911910.0
4279,[6],Corporation of the City of Quinte West,913910.0
4280,[1387],Brown'S Fine Food Services Inc,722310.0
4281,[1240],"Compass Minerals Canada Corp. An indirect subsidiary of Compass Minerals International, Inc.",325999.0
4282,[2782],"Pepsi Bottling Group, (Canada), Co.",312110.0
4283,[263],City of Greater Sudbury,623110.0
4284,[963],Royal Ready Construction Limited,237990.0
4285,[1787],Durham Catholic District School Board,611110.0
4286,[1760],St. Joseph's Villa,623110.0
4287,[171],National Grocers Co Ltd,413110.0
4288,[2384],L'Association pour l'Intégration Sociale d'Ottawa,623210.0
4289,[1398],Lafarge Paving & Construction Ltd,237310.0
4290,[483],Mammoet Crane Inc,532410.0
4291,[1121],Il Duca Construction Inc,237310.0
4292,[1395],Trubore Contracting Ltd,237130.0
4293,[662],John Noble Home,623310.0
4294,[99],The Corporation of the Town of Bracebridge,913910.0
4295,[334],Minto Group,531310.0
4296,[690],St Joseph's Healthcare,622111.0
4297,[1994],2178109 Ontario Inc (Maclachlan & Mcgrath Custom),238160.0
4298,[1954],"CIMS Limited Partnership, AlumaSafway Services ULC, Triple Crown Enterprises Ltd",238390.0
4299,[575],White River Forest Products LP,321111.0
4300,[297],Intrepid General Ltd,236220.0
4301,[1226],Thunder Bay Port Authority,488310.0
4302,[1832],Transelec Common Inc,237130.0
4303,[541],Paramount Concrete Ltd,237310.0
4304,[1855],Working Women Community Centre,624190.0
4305,[932],Canada Post Corp,491110.0
4306,[57],Coco Paving Inc.,238140.0
4307,[581],American Eagle Outfitters Canada Corporation,493110.0
4308,[2484],Torcad Limited,332810.0
4309,[3051],Hubbell Canada ULC,335120.0
4310,[1041],Greater Essex County District School Board,611110.0
4311,[1134],Adt Security Services Canada Inc.,561621.0
4312,[2492],Able Atlantic Taxi (1992) Ltd.,485310.0
4313,[3152],St Joseph Religious Hospitallers,622111.0
4314,[1918],Ontario Power Generation Inc,237130.0
4315,[1392],Richtree Markets Inc,722210.0
4316,[2017],J V D Charlebois Prostar Ltd,238220.0
4317,[1254],Avalon Retirement Centre,623310.0
4318,[2012],Infrastructure Division of Aluma Systems Inc.,417210.0
4319,[861],Domtar Inc.,322121.0
4320,[1909],St. Clair Mechanical Inc,238299.0
4321,[879],Kinectrics Inc,541330.0
4322,[2684],General Dynamics Mission Systems - Canada,334220.0
4323,[870],CKNX Radio,515110.0
4324,[520],Connell Transport Co Ltd,484110.0
4325,[1672],RTS Companies Inc,326198.0
4326,[1345],Rosewood Simcoe Inc.,623310.0
4327,[1561],Conseil Scolaire Viamonde,611110.0
4328,[6],Corporation of The Town of Blind River,913910.0
4329,[1988],Bluewater Health,622111.0
4330,[1125],Sidcon Contracting Ltd/Sidcon Holdings Ltd,237310.0
4331,[2958],Maiella Contracting Ltd,237310.0
4332,[1674],Span Medical Products Canada Ulc. a division of Savaria,339110.0
4333,[1317],Sanderson-Harold Co Ltd,337110.0
4334,[690],St Josephs Healthcare,622111.0
4335,[169],Centre Psychosocial,623992.0
4336,[643],1674495 Ontario Inc (Flange Steel Erectors),237110.0
4337,[1068],Total Underground Solutions Co Ltd,237130.0
4338,[2533],F R M Contracting Inc,236220.0
4339,[1752],Superior Petroleum Maintenance Ltd.,237310.0
4340,[1488],Avon Maitland District School Board,611110.0
4341,[318],Build-All Contractors,237990.0
4342,[747],Lycée Claudel,611110.0
4343,[1051],Kennedy Lodge Nursing Home,623110.0
4344,[6],Corporation of the City of Niagara Falls,913910.0
4345,[1885],Corporation of The City of Stratford,913140.0
4346,[2138],Co-Fo Curb & Sidewalk Inc (1865581 Ont Inc),237990.0
4347,[2069],Hendrickson Canada ULC,332611.0
4348,[852],Sutherland-Schultz Inc,238390.0
4349,[2729],Kleenzone Ltd.,561722.0
4350,[2375],Corporation of the Township of Minden Hills,913910.0
4351,[1624],G.E.S. Canada Exposition Services,561920.0
4352,[186],Ford Motor Co of Canada Ltd,336110.0
