,organization_name,naics_code,Predicted Cluster
5522,Osprey Media Group Inc (Niagara Newspaper Group Inc),511110.0,[1811]
5523,Hamilton-Wentworth District School Board,611110.0,[241]
5524,Pinehurst Store Fixtures Inc.,337215.0,[806]
5525,Toronto Police Services Board,913130.0,[428]
5526,Hammer Town Staffing Inc,238990.0,[87]
5527,Mapleridge Mechanical Contracting Inc,238220.0,[3158]
5528,Almonte General Hospital,622111.0,[420]
5529,Tallman Technologies Inc,331523.0,[2900]
5530,Greyhound Canada Transportation Ulc,485210.0,[3134]
5531,Arnprior Aerospace Inc.,336410.0,[1550]
5532,Robynwood Homes,236110.0,[393]
5533,Sutherland-Schultz Inc,238390.0,[691]
5534,Revera Retirement L.P. Operating as Edinburgh Retirement Residence,623310.0,[3051]
5535,Gravel Doctor Construction & Materials,238910.0,[500]
5536,Avanti Specialty Construction Services Inc,236220.0,[3050]
5537,Corporation of The Township of Brock,913910.0,[349]
5538,Juliano Masonry Ltd,238140.0,[473]
5539,Mini-Skool A Childs Place Inc,624410.0,[324]
5540,Kelvin Teedell Masonry,238140.0,[20]
5541,Masonry Novo Milenio,238140.0,[2195]
5542,Outotec Canada Ltd (Formerly Brendan Construction(South),238910.0,[34]
5543,Graphic Communications Benefits Administration Corporation,524112.0,[360]
5544,Pipe Line Contractors Assn of Canada,237120.0,[189]
5545,Association des enseignantes et des enseignants franco-ontariens (AEFO),813930.0,[258]
5546,Trans Continental Equipment Ltd,332329.0,[1208]
5547,1202126 Ontario Ltd (O/A X-Treme Concrete Pumping),237990.0,[2482]
5548,National Arts Centre Corp,711311.0,[610]
5549,Centre For Spanish Speaking Peoples,813410.0,[2043]
5550,Terracon Underground Ltd.,237310.0,[1201]
5551,Chep Canada Inc.,417320.0,[124]
5552,F G Lister & Co Ltd,413150.0,[343]
5553,Brockville General Hospital,622111.0,[364]
5554,Multi Construction Services 1519753 Ontario Limited,237990.0,[2554]
5555,Lakeridge Health Corp,622111.0,[574]
5556,280 Wellesley Residences Ltd.,531111.0,[812]
5557,Pickering City Centre,623310.0,[2015]
5558,Women's Place of South Niagara Inc. (Nova House),623991.0,[2071]
5559,Kel-Gor Limited,332319.0,[6]
5560,Public Services Health and Safety Association,813920.0,[2716]
5561,"London Sewer and Watermain, Curb, Gutter and Sidewalk Contractors Association",237990.0,[831]
5562,Globe Spring (A Division Of Leggett & Platt Canada Co.),337910.0,[375]
5563,Statistical Survey Operations,911910.0,[1492]
5564,Talevi Welding,331110.0,[5]
5565,Professional Carpentry Ltd.,238350.0,[2241]
5566,Go Construction,238140.0,[32]
5567,Bentall Lp,,[104]
5568,Niagara Parks Commission,713990.0,[1420]
5569,Premium Brands Operating Lp,311614.0,[3034]
5570,Community Living Oshawa Clarington,623210.0,[2756]
5571,Muskoka Algonquin Healthcare,622111.0,[174]
5572,Winchester District Memorial Hospital,622111.0,[120]
5573,Corporation of The Town of Ingersoll,913910.0,[103]
5574,Lafarge Canada Inc.,327320.0,[107]
5575,Imperial Oil,324110.0,[1210]
5576,Del-Ko Paving & Construction Company Limited,237130.0,[817]
5577,Konecranes Canada Incorporated,416330.0,[264]
5578,Sapa Canada Inc,331317.0,[144]
5579,Lafarge Canada Inc,327320.0,[381]
5580,Weston Bakeries Ltd,413190.0,[129]
5581,Rainbow District School Board,611110.0,[287]
5582,Corporation of The City of Mississauga,913910.0,[2]
5583,Rad-Con Testing Inc,236220.0,[87]
5584,Ioof Seniors Homes Inc,623110.0,[2631]
5585,Electrical Power Systems Construction Association,237130.0,[55]
5586,Riverside Brass & Aluminum Foundry Ltd,331529.0,[3002]
5587,Regional Municipality of Peel Police Services Board,913130.0,[1189]
5588,Titan Metals Ltd,238220.0,[128]
5589,Can-Dive Construction Ltd.,238350.0,[151]
5590,Mini-Skool A Childs Place Inc,624410.0,[324]
5591,Bt Residential Commercial Institutional Property Services,236220.0,[423]
5592,Corporation of the Town of Halton Hills,913140.0,[103]
5593,Westgate Lodge,623110.0,[2559]
5594,L82 Construction Ltd.,237990.0,[151]
5595,Direct Drilling Ltd,237120.0,[2905]
5596,Impact Cleaning Services Ltd.,561722.0,[16]
5597,Hurley Corp,561722.0,[63]
5598,Revera Long Term Care Inc. operating as Garden City Manor,623110.0,[57]
5599,Arthur's Concrete Cutting & Core Drilling,238140.0,[1763]
5600,J. Di Roma Haulage,236220.0,[1769]
5601,Vinnys Sandblasting & Restoration Ltd,238140.0,[1511]
5602,Scarborough Health Network,622111.0,[748]
5603,Paragon Industrial Photographic Reproductions Limited,323114.0,[14]
5604,Woodall Construction Co Ltd,237130.0,[1266]
5605,Saicon Construction Ltd,238990.0,[44]
5606,George Armstrong Co. Limited,237310.0,[2463]
5607,Mechanical Contractors Association Ontario,238220.0,[1095]
5608,Options Northwest,623210.0,[1345]
5609,Guelph Police Services Board,913130.0,[734]
5610,RHI Canada Inc,327120.0,[144]
5611,Office of The Commissioner of Baseball,711211.0,[282]
5612,Brookfield Properties (Canada) Inc.,531310.0,[785]
5613,Campbellford Memorial Hospital,622111.0,[1571]
5614,Aramark Canada Ltd,722310.0,[551]
5615,1212254 Ontario Ltd (D.L. Services),238299.0,[2482]
5616,Ganotec Inc,238220.0,[1911]
5617,Occupational Health Clinics For Ontario Workers Inc.,621499.0,[255]
5618,Badanai Motors Ltd.,441110.0,[812]
5619,Custom Aluminum Inc.,238190.0,[2884]
5620,Community Living Mississauga,623210.0,[2756]
5621,Trubore Contracting Ltd,237990.0,[1070]
5622,Office of The Commissioner of Baseball,711211.0,[282]
5623,St Lawrence Concrete Works,237310.0,[2721]
5624,Community Living South Muskoka,623210.0,[2756]
5625,Mackie Transport Limited,488519.0,[1236]
5626,Brant County Concrete Limited,237990.0,[1456]
5627,Tri-Con Corp Inc,237110.0,[1935]
5628,Murray Mills Excavating,237990.0,[784]
5629,Kirkland And District Hospital,622111.0,[648]
5630,Corporation of The City of St Thomas,623110.0,[2]
5631,Corporation of The City of Stratford,485110.0,[2]
5632,Corporation of The Town of Smith Falls,913910.0,[103]
5633,Omega Contractors,237990.0,[835]
5634,Volvo Group Truck Operations [formerly Mack Trucks Canada],336390.0,[561]
5635,Brown's Fine Food Services Inc.,722310.0,[460]
5636,Tiercon Corp.,336390.0,[3120]
5637,Brennan Paving & Construction Ltd.,237310.0,[411]
5638,Maple Leaf Foods Inc.,311615.0,[2312]
5639,Canadian Pacific Railway Co,482113.0,[3188]
5640,Brian Thompson Excavating,237310.0,[2678]
5641,Windsor Textiles Limited,315990.0,[1430]
5642,"Unifor, Local 504",813930.0,[484]
5643,Katoen Natie Canada,488519.0,[1022]
5644,Clarke Transport Inc.,484110.0,[948]
5645,R Clark Trucking Ltd,237120.0,[946]
5646,Tera North Construction & Engineering Ltd,238910.0,[2212]
5647,Independent Unionized Landscaping Contractors’ Association on behalf of Cambridge Landscaping & Construction Ltd,238990.0,[351]
5648,Community Living - Central Huron,623210.0,[2756]
5649,Hurley Corp,561722.0,[63]
5650,Toronto Police Services Board,913130.0,[428]
5651,Magic Landscaping Co,238990.0,[1554]
5652,Halton Catholic District School Board,611110.0,[163]
5653,Norjohn Contracting and Paving,237310.0,[1100]
5654,Waste Management of Canada Corporation,562210.0,[117]
5655,"Canadian Union of Public Employees, Local 79 Toronto Municipal Employees Union",813930.0,[89]
5656,Regional Municipality of Peel,623310.0,[1189]
5657,Dallan L.P. Fort William,322111.0,[2287]
5658,Theatre Aquarius Inc.,711311.0,[2187]
5659,Garda Canada Security Corporation,561612.0,[2760]
5660,Irathane/Elliott Systems,326290.0,[907]
5661,Greif Bros. Canada Inc.,326198.0,[1802]
5662,Independent Unionized Landscaping Contractors’ Association on behalf of Burtro Lawn Sprinklers Co Ltd.,238990.0,[351]
5663,Unifor Local 414,813930.0,[1145]
5664,L M Enterprises,237110.0,[2510]
5665,Arbor Memorial Inc. dba Glendale Cemetery,812220.0,[806]
5666,1408782 Ontario Inc. o/a Framework,236110.0,[2980]
5667,Carlton Promotions,541891.0,[375]
5668,"Corporation of the County of Elgin (Elgin Manor, Terrace Lodge and Bobier Villa)",623110.0,[136]
5669,Reliance Comfort Limited Partnership,811412.0,[577]
5670,Canadian Pipe Fabricators Assn,332999.0,[108]
5671,Atlantic Packaging Products Ltd.,322130.0,[111]
5672,Westmount Retirement Residence,623310.0,[692]
5673,Gentek Building Products Limited,326198.0,[1372]
5674,"Shaw Festival Theatre, Canada",711311.0,[514]
5675,Korea Times Daily,511110.0,[375]
5676,662630 Ontario Ltd. Oxford Manor Retirement Home/683639 Ontario Ltd. Tillsonburg Retirement Centre/683640 Ontario Ltd. Park Place Retirement/2002037 Ontario Ltd. Maple Court,623310.0,[2032]
5677,Community Services for Independence North West (CSINW),624120.0,[1115]
5678,Maynard Nursing Home,623110.0,[3082]
5679,Langley Utilities Contracting,238210.0,[2809]
5680,Richards Packaging / Rexplas Inc.,326160.0,[375]
5681,Moosonee Rcssb,611110.0,[2489]
5682,Boilermaker Contractors' Association,238299.0,[258]
5683,Foggia Construction Ltd,237310.0,[44]
5684,Metropolitan Toronto Condominium Corp,531310.0,[266]
5685,Nova Services Group Inc,561722.0,[2053]
5686,City of Ottawa/Ville d'Ottawa,485990.0,[1955]
5687,"Service Employees International Union, Local 1 Canada",813930.0,[913]
5688,Onsite Contractors,561730.0,[1373]
5689,Rpm Environment Ltd,562910.0,[128]
5690,Ekum-Sekum Inc (Brantco Construction),238990.0,[693]
5691,Jean Lariviere Construction Ontario Ltd,238140.0,[32]
5692,Errinrung Thornbury Inc.,623110.0,[806]
5693,Robert B. Somerville Co. Limited,811310.0,[861]
5694,TNT Foods International Inc.,311615.0,[1698]
5695,New Forest Paper Mills Lp,322130.0,[220]
5696,Unemployed Help Centre of Windsor,624190.0,[2015]
5697,CSH Regency Inc. o/a Regency Retirement Residence,623310.0,[528]
5698,Triple M Demolition Inc.,238910.0,[127]
5699,Ray of Hope-Operating As Ray of Hope Youth Justice Services Secure,624110.0,[375]
5700,Bethesda Community Services Inc.,623222.0,[429]
5701,Hartmann Canada Inc,322299.0,[144]
5702,Centis Tile & Terrazzo Inc,238340.0,[611]
5703,Lifetimes on Riverside,623310.0,[1598]
5704,Stock Transportation Ltd.,485410.0,[685]
5705,2556397 Ontario Inc. c.o.b. as Parent's Your Independent Grocer,445110.0,[82]
5706,Lakehead District School Board,611110.0,[340]
5707,Northern Geo-Thermal Systems,238160.0,[2758]
5708,Enwave Windsor Limited Partnership,221111.0,[1430]
5709,Delcon Civil Contractors Inc,238990.0,[181]
5710,Maple Lodge Farms Ltd,311615.0,[1739]
5711,T Crane Inc,238910.0,[874]
5712,Ingerwood Construction Ltd,237990.0,[3006]
5713,Via Rail Canada Inc,482114.0,[601]
5714,CRH Canada Group Inc. Operating as Dufferin Aggregates,212314.0,[752]
5715,Bee-Clean Building Maintenance,561722.0,[41]
5716,Killarney Health Centre,621110.0,[1317]
5717,Lafarge Paving & Construction Ltd,237310.0,[474]
5718,Quality Knitting Limited,315190.0,[562]
5719,Conseil Scolaire Catholique Franco-Nord,611110.0,[1671]
5720,1482854 Ontario Inc (Rancom),238220.0,[3081]
5721,D C Granite & Marble Inc,238340.0,[1088]
5722,Always Concrete Construction Ltd,237310.0,[522]
5723,Lafarge Canada Inc.,212314.0,[107]
5724,Freshco,445110.0,[375]
5725,Niagara Region Sexual Assault Centre (Carsa Inc.),624190.0,[2325]
5726,National Grocers Co. Ltd. (o/a The Wholesale Club),413190.0,[31]
5727,P R W Excavating Contractors Ltd,238910.0,[946]
5728,Allwood Carpentry Inc,238220.0,[2241]
5729,Timmins And District Hospital,622111.0,[825]
5730,Vesuvius Canada Inc.,327120.0,[124]
5731,Atlantis Restoration Service Ltd,236220.0,[1185]
5732,Kingston Health Sciences Centre,622111.0,[208]
5733,Victorian Order of Nurses for Canada - Ontario Branch - Niagara Site,621610.0,[13]
5734,"Community Living Simcoe, A Division of Simcoe Community Services",623210.0,[2756]
5735,"Motor City Chrysler, Dodge Jeep",441110.0,[3150]
5736,Revera operating as Summit Place,623110.0,[3051]
5737,Durham Mental Health Services,621420.0,[660]
5738,Enbridge Gas Inc.,221210.0,[336]
5739,Lakehead Terminal Elevators Association,493130.0,[280]
5740,Air Temp Improvement Ltd,238220.0,[708]
5741,14387729 Ontario Inc (A & J Bricklayers),238140.0,[3081]
5742,St. Christopher House operating as West Neighbourhood House,624190.0,[1125]
5743,Georgian Bay General Hospital,622111.0,[880]
5744,Canadian Food Inspection Agency,911240.0,[916]
5745,FirstCanada ULC o/a First Student,485410.0,[630]
5746,Town of Northeastern Maintoulin & The Islands,913910.0,[401]
5747,Peterborough Backflow Testing & Repair,238220.0,[99]
5748,Siding Adiv Ltd.,238170.0,[812]
5749,Stock Transportation Ltd.,485410.0,[685]
5750,Moosonee District School Area Board,611110.0,[2000]
5751,Sapa Canada Inc.,331317.0,[124]
5752,Omni Health Care Limited Partnership o/a Garden Terrace,623110.0,[188]
5753,Arnone Transport Ltd,484210.0,[2989]
5754,"Perimeter Aviation LP, doing business as Bearskin Airlines",481110.0,[1503]
5755,"614128 Ontario Ltd, (Trisan Construction)",237310.0,[1730]
5756,Board of Governors Ryerson University,611310.0,[62]
5757,Cedarbrook Lodge,623310.0,[1362]
5758,Hydro One Inc,221122.0,[754]
5759,Women's Interval Home of Sarnia and Lambton Inc.,623991.0,[1091]
5760,Washington Mills Electro Minerals Corp,327910.0,[1264]
5761,Danruss Contracting Inc,237130.0,[2515]
5762,Sandvik Materials Technology Canada,331210.0,[264]
5763,Mechanical Drywall Inc.,238310.0,[765]
5764,Participation House Brantford,624120.0,[1654]
5765,Safran Electronics Canada,334220.0,[2800]
5766,C&W Facility Services Canada Inc.,561722.0,[1729]
5767,Carnello Civil Construction Ltd,237310.0,[1674]
5768,Delhi Nursing Home Ltd (Delhi Long Term Care Centre),623110.0,[308]
5769,Forages Kennebec Ltee,237990.0,[375]
5770,Canadian Bank Note Company Limited,323119.0,[222]
5771,G4S Secure Solutions (Canada) Ltd.,561612.0,[1233]
5772,Brenntag Canada Inc,325189.0,[144]
5773,Direct Energy,811412.0,[1045]
5774,Corporation of the City of Quinte West,913910.0,[2]
5775,Jacobs Industrial Services Ltd,238390.0,[1175]
5776,Temiskaming Hospital,622111.0,[249]
5777,"Dufferin Construction Company, a division of CRH Canada Group Inc.",237310.0,[649]
5778,Erie St. Clair Local Health Integration Network,621610.0,[1360]
5779,8458308 Ontario Ltd,238299.0,[2482]
5780,Canadian BBR Inc.,332999.0,[108]
5781,Collingwood General And Marine Hospital,622111.0,[704]
5782,Aptus Treatment Centre,623210.0,[2015]
5783,J. Papia Excavating (A subsidiary of 957478 Ontario Limited),237990.0,[2064]
5784,Auto Warehousing Company Canada Ltd.,488990.0,[167]
5785,Royal Ottawa Health Care Group,622210.0,[159]
5786,Chrismar Corp,237310.0,[1013]
5787,1573335 Ontario Ltd. o/a Charlton Group,237310.0,[1338]
5788,Mini-Skool A Childs Place Inc,624410.0,[324]
5789,King-Con Corp,237990.0,[1013]
5790,Fiberglass Reinforced Plastics Systems,326122.0,[712]
5791,J. Franze Concrete Ltd.,237990.0,[2064]
5792,Faster Linen Service Ltd.,812330.0,[1830]
5793,1476247 Ontario Inc. o/a De Grandis Concrete Pumping,238110.0,[2980]
5794,Albea Canada Inc.,326121.0,[124]
5795,Alpine Building Maintenance Inc.,561722.0,[77]
5796,New Horizon System Solutions,541690.0,[1361]
5797,Jackson Roofing GTA Inc.,238160.0,[2446]
5798,Rykka Care Centre LP at Hawthorne Place Care Centre,623110.0,[783]
5799,Caressant Care Nursing & Retirement Homes Limited,623110.0,[28]
5800,Trentway-Wagar Inc,485210.0,[2872]
5801,Maxim Group General Contracting Ltd. and Building Restoration Inc.,238110.0,[561]
5802,Toronto And Area Road Builders Assn,237310.0,[1067]
5803,Elringklinger Canada Inc,326290.0,[144]
5804,Wayside House Of Hamilton,813310.0,[588]
5805,D S I Canada Ltd,238120.0,[1050]
5806,"Agropur, Division of Natrel",311511.0,[2574]
5807,Espanola & District Credit Union,522130.0,[54]
5808,Jean Daoust Construction Inc.,236210.0,[212]
5809,Corense Masonry Ltd,238140.0,[473]
5810,Kaneff Properties Limited,531310.0,[1232]
5811,Traverse Independence,623993.0,[375]
5812,Mckesson Canada Ltd,414510.0,[2100]
5813,Corporation of The Town of Cochrane,913910.0,[103]
5814,University Of Ontario Institute Of Technology,611310.0,[265]
5815,3M Canada Company,322220.0,[264]
5816,"Waterloo Region Record, A division of Metroland Media Group Ltd.",511110.0,[1003]
5817,Corporation of the Township of Carlow/Mayo,913910.0,[349]
5818,District of Kenora Home For The Aged (Pinecrest Home),623110.0,[1004]
5819,Chippewa Track & Tractor Equipment Rentals,238910.0,[2934]
5820,Bremont Homes/Onyx Inc,236110.0,[87]
5821,Board of Management of the District of Kenora Home for the Aged,623310.0,[1901]
5822,University of Western Ontario,611310.0,[598]
5823,Christie Ossington Neighbourhood Centre,624190.0,[2015]
5824,Steed And Evans Limited,237310.0,[497]
5825,Heavy Construction Association of Windsor,236220.0,[645]
5826,G & K Services Canada Inc.,812330.0,[2127]
5827,Kidsability School Authority,611110.0,[227]
5828,Edwin Roofing Ltd,238160.0,[1781]
5829,Ontario Confederation of University Faculty Assns (OCUFA),813920.0,[667]
5830,Royal Ottawa Health Care Group,622210.0,[159]
5831,Rector and Church Wardens of St James Cathedral & St James Cemetery,812220.0,[1975]
5832,Vista Waterloo Limited Partnership dba Crowne Plaza Kitchener-Waterloo Hotel,721111.0,[6]
5833,Camino Construction Inc,237990.0,[2433]
5834,Mcknight & Sons Plumbing & Heating Inc,238220.0,[793]
5835,Governing Council of the University of Toronto,611310.0,[2959]
5836,National Grocers Co Ltd,445110.0,[1026]
5837,Court Galvanizing Limited,333519.0,[6]
5838,Horsfall Concrete Ltd,238140.0,[522]
5839,Corporation of The Township of Edwardsburgh/Cardinal,493130.0,[349]
5840,Toronto Catholic District School Board,611110.0,[205]
5841,Hiram Walker And Sons Limited,312140.0,[1695]
5842,Caisse Populaire Alliance Limitée,522130.0,[2665]
5843,Allin Cable Reels (1984) Ltd,332999.0,[375]
5844,"Brantford Expositor, A Division of Sun Media",511110.0,[938]
5845,Tbaytel,517210.0,[375]
5846,Labourers Union Local 607,813930.0,[653]
5847,Perth Community Care Centre,623110.0,[2755]
5848,Quality Ready Mix,327320.0,[562]
5849,Walker Environmental Group Inc.,562210.0,[1092]
5850,Zellers Inc,452110.0,[326]
5851,Associated Toronto Taxi-Cab Co-Operative Limited,485310.0,[1582]
5852,Corporation Of The County Of Lennox And Addington,621911.0,[136]
5853,Osprey Media Group Inc (Kingston Whig-Standard),511110.0,[1811]
5854,Acme Road Builders Inc,237310.0,[1786]
5855,Providence Healthcare,622310.0,[1573]
5856,Osprey Media Group Inc (Sault Star),511110.0,[1811]
5857,Corporation of The City of Timmins,623310.0,[2]
5858,Metal Improvement Co,336410.0,[1072]
5859,Dominion Citrus Limited,413150.0,[2422]
5860,Manitoulin Health Centre,622111.0,[587]
5861,Triple M Metal LP,562210.0,[127]
5862,Manitoulin Health Centre,622111.0,[587]
5863,Union of Canadian Transportation Employees (UCTE),813930.0,[89]
5864,Postmedia Network Inc,511110.0,[796]
