organization_name,naics_code
"London Sewer and Watermain, Curb, Gutter and Sidewalk Contractors Association",237990.0
Globe Spring (A Division Of Leggett & Platt Canada Co.),337910.0
Statistical Survey Operations,911910.0
Talevi Welding,331110.0
Professional Carpentry Ltd.,238350.0
Go Construction,238140.0
Bentall Lp,
Niagara Parks Commission,713990.0
Premium Brands Operating Lp,311614.0
Community Living Oshawa Clarington,623210.0
Muskoka Algonquin Healthcare,622111.0
Winchester District Memorial Hospital,622111.0
Corporation of The Town of Ingersoll,913910.0
Lafarge Canada Inc.,327320.0
Imperial Oil,324110.0
Del-Ko Paving & Construction Company Limited,237130.0
Konecranes Canada Incorporated,416330.0
Sapa Canada Inc,331317.0
Lafarge Canada Inc,327320.0
Weston Bakeries Ltd,413190.0
Rainbow District School Board,611110.0
Corporation of The City of Mississauga,913910.0
Rad-Con Testing Inc,236220.0
Ioof Seniors Homes Inc,623110.0
Electrical Power Systems Construction Association,237130.0
Riverside Brass & Aluminum Foundry Ltd,331529.0
Regional Municipality of Peel Police Services Board,913130.0
Titan Metals Ltd,238220.0
Can-Dive Construction Ltd.,238350.0
Mini-Skool A Childs Place Inc,624410.0
Bt Residential Commercial Institutional Property Services,236220.0
Corporation of the Town of Halton Hills,913140.0
Westgate Lodge,623110.0
L82 Construction Ltd.,237990.0
Direct Drilling Ltd,237120.0
Impact Cleaning Services Ltd.,561722.0
Hurley Corp,561722.0
Revera Long Term Care Inc. operating as Garden City Manor,623110.0
Arthur's Concrete Cutting & Core Drilling,238140.0
J. Di Roma Haulage,236220.0
Vinnys Sandblasting & Restoration Ltd,238140.0
Scarborough Health Network,622111.0
Paragon Industrial Photographic Reproductions Limited,323114.0
Woodall Construction Co Ltd,237130.0
Saicon Construction Ltd,238990.0
George Armstrong Co. Limited,237310.0
Mechanical Contractors Association Ontario,238220.0
Options Northwest,623210.0
Guelph Police Services Board,913130.0
RHI Canada Inc,327120.0
Office of The Commissioner of Baseball,711211.0
Brookfield Properties (Canada) Inc.,531310.0
Campbellford Memorial Hospital,622111.0
Aramark Canada Ltd,722310.0
1212254 Ontario Ltd (D.L. Services),238299.0
Ganotec Inc,238220.0
Occupational Health Clinics For Ontario Workers Inc.,621499.0
Badanai Motors Ltd.,441110.0
Custom Aluminum Inc.,238190.0
Community Living Mississauga,623210.0
Trubore Contracting Ltd,237990.0
Office of The Commissioner of Baseball,711211.0
St Lawrence Concrete Works,237310.0
Community Living South Muskoka,623210.0
Mackie Transport Limited,488519.0
Brant County Concrete Limited,237990.0
Tri-Con Corp Inc,237110.0
Murray Mills Excavating,237990.0
Kirkland And District Hospital,622111.0
Corporation of The City of St Thomas,623110.0
Corporation of The City of Stratford,485110.0
Corporation of The Town of Smith Falls,913910.0
Omega Contractors,237990.0
Volvo Group Truck Operations [formerly Mack Trucks Canada],336390.0
Brown's Fine Food Services Inc.,722310.0
Tiercon Corp.,336390.0
Brennan Paving & Construction Ltd.,237310.0
Maple Leaf Foods Inc.,311615.0
Canadian Pacific Railway Co,482113.0
Brian Thompson Excavating,237310.0
Windsor Textiles Limited,315990.0
"Unifor, Local 504",813930.0
Katoen Natie Canada,488519.0
Clarke Transport Inc.,484110.0
R Clark Trucking Ltd,237120.0
Tera North Construction & Engineering Ltd,238910.0
Independent Unionized Landscaping Contractors’ Association on behalf of Cambridge Landscaping & Construction Ltd,238990.0
Community Living - Central Huron,623210.0
Hurley Corp,561722.0
Toronto Police Services Board,913130.0
Magic Landscaping Co,238990.0
Halton Catholic District School Board,611110.0
Norjohn Contracting and Paving,237310.0
Waste Management of Canada Corporation,562210.0
"Canadian Union of Public Employees, Local 79 Toronto Municipal Employees Union",813930.0
Regional Municipality of Peel,623310.0
Dallan L.P. Fort William,322111.0
Theatre Aquarius Inc.,711311.0
Garda Canada Security Corporation,561612.0
Irathane/Elliott Systems,326290.0
Greif Bros. Canada Inc.,326198.0
Independent Unionized Landscaping Contractors’ Association on behalf of Burtro Lawn Sprinklers Co Ltd.,238990.0
Unifor Local 414,813930.0
L M Enterprises,237110.0
Arbor Memorial Inc. dba Glendale Cemetery,812220.0
1408782 Ontario Inc. o/a Framework,236110.0
Carlton Promotions,541891.0
"Corporation of the County of Elgin (Elgin Manor, Terrace Lodge and Bobier Villa)",623110.0
Reliance Comfort Limited Partnership,811412.0
Canadian Pipe Fabricators Assn,332999.0
Atlantic Packaging Products Ltd.,322130.0
Westmount Retirement Residence,623310.0
Gentek Building Products Limited,326198.0
"Shaw Festival Theatre, Canada",711311.0
Korea Times Daily,511110.0
662630 Ontario Ltd. Oxford Manor Retirement Home/683639 Ontario Ltd. Tillsonburg Retirement Centre/683640 Ontario Ltd. Park Place Retirement/2002037 Ontario Ltd. Maple Court,623310.0
Community Services for Independence North West (CSINW),624120.0
Maynard Nursing Home,623110.0
Langley Utilities Contracting,238210.0
Richards Packaging / Rexplas Inc.,326160.0
Moosonee Rcssb,611110.0
Boilermaker Contractors' Association,238299.0
Foggia Construction Ltd,237310.0
Metropolitan Toronto Condominium Corp,531310.0
Nova Services Group Inc,561722.0
City of Ottawa/Ville d'Ottawa,485990.0
"Service Employees International Union, Local 1 Canada",813930.0
Onsite Contractors,561730.0
Rpm Environment Ltd,562910.0
Ekum-Sekum Inc (Brantco Construction),238990.0
Jean Lariviere Construction Ontario Ltd,238140.0
Errinrung Thornbury Inc.,623110.0
Robert B. Somerville Co. Limited,811310.0
TNT Foods International Inc.,311615.0
New Forest Paper Mills Lp,322130.0
Unemployed Help Centre of Windsor,624190.0
CSH Regency Inc. o/a Regency Retirement Residence,623310.0
Triple M Demolition Inc.,238910.0
Ray of Hope-Operating As Ray of Hope Youth Justice Services Secure,624110.0
Bethesda Community Services Inc.,623222.0
Hartmann Canada Inc,322299.0
Centis Tile & Terrazzo Inc,238340.0
Lifetimes on Riverside,623310.0
Stock Transportation Ltd.,485410.0
2556397 Ontario Inc. c.o.b. as Parent's Your Independent Grocer,445110.0
Lakehead District School Board,611110.0
Northern Geo-Thermal Systems,238160.0
Enwave Windsor Limited Partnership,221111.0
Delcon Civil Contractors Inc,238990.0
Maple Lodge Farms Ltd,311615.0
T Crane Inc,238910.0
Ingerwood Construction Ltd,237990.0
Via Rail Canada Inc,482114.0
CRH Canada Group Inc. Operating as Dufferin Aggregates,212314.0
Bee-Clean Building Maintenance,561722.0
Killarney Health Centre,621110.0
Lafarge Paving & Construction Ltd,237310.0
Quality Knitting Limited,315190.0
Conseil Scolaire Catholique Franco-Nord,611110.0
1482854 Ontario Inc (Rancom),238220.0
D C Granite & Marble Inc,238340.0
Always Concrete Construction Ltd,237310.0
Lafarge Canada Inc.,212314.0
Freshco,445110.0
Niagara Region Sexual Assault Centre (Carsa Inc.),624190.0
National Grocers Co. Ltd. (o/a The Wholesale Club),413190.0
P R W Excavating Contractors Ltd,238910.0
Allwood Carpentry Inc,238220.0
Timmins And District Hospital,622111.0
Vesuvius Canada Inc.,327120.0
Atlantis Restoration Service Ltd,236220.0
Kingston Health Sciences Centre,622111.0
Victorian Order of Nurses for Canada - Ontario Branch - Niagara Site,621610.0
"Community Living Simcoe, A Division of Simcoe Community Services",623210.0
"Motor City Chrysler, Dodge Jeep",441110.0
Revera operating as Summit Place,623110.0
Durham Mental Health Services,621420.0
Enbridge Gas Inc.,221210.0
Lakehead Terminal Elevators Association,493130.0
Air Temp Improvement Ltd,238220.0
14387729 Ontario Inc (A & J Bricklayers),238140.0
St. Christopher House operating as West Neighbourhood House,624190.0
Georgian Bay General Hospital,622111.0
Canadian Food Inspection Agency,911240.0
FirstCanada ULC o/a First Student,485410.0
Town of Northeastern Maintoulin & The Islands,913910.0
Peterborough Backflow Testing & Repair,238220.0
Siding Adiv Ltd.,238170.0
Stock Transportation Ltd.,485410.0
Moosonee District School Area Board,611110.0
Sapa Canada Inc.,331317.0
Omni Health Care Limited Partnership o/a Garden Terrace,623110.0
Arnone Transport Ltd,484210.0
"Perimeter Aviation LP, doing business as Bearskin Airlines",481110.0
"614128 Ontario Ltd, (Trisan Construction)",237310.0
Board of Governors Ryerson University,611310.0
Cedarbrook Lodge,623310.0
Hydro One Inc,221122.0
Women's Interval Home of Sarnia and Lambton Inc.,623991.0
Washington Mills Electro Minerals Corp,327910.0
Danruss Contracting Inc,237130.0
Sandvik Materials Technology Canada,331210.0
Mechanical Drywall Inc.,238310.0
Participation House Brantford,624120.0
Safran Electronics Canada,334220.0
C&W Facility Services Canada Inc.,561722.0
Carnello Civil Construction Ltd,237310.0
Delhi Nursing Home Ltd (Delhi Long Term Care Centre),623110.0
Forages Kennebec Ltee,237990.0
Canadian Bank Note Company Limited,323119.0
G4S Secure Solutions (Canada) Ltd.,561612.0
Brenntag Canada Inc,325189.0
Direct Energy,811412.0
Corporation of the City of Quinte West,913910.0
Jacobs Industrial Services Ltd,238390.0
Temiskaming Hospital,622111.0
"Dufferin Construction Company, a division of CRH Canada Group Inc.",237310.0
Erie St. Clair Local Health Integration Network,621610.0
8458308 Ontario Ltd,238299.0
Canadian BBR Inc.,332999.0
Collingwood General And Marine Hospital,622111.0
Aptus Treatment Centre,623210.0
J. Papia Excavating (A subsidiary of 957478 Ontario Limited),237990.0
Auto Warehousing Company Canada Ltd.,488990.0
Royal Ottawa Health Care Group,622210.0
Chrismar Corp,237310.0
1573335 Ontario Ltd. o/a Charlton Group,237310.0
Mini-Skool A Childs Place Inc,624410.0
King-Con Corp,237990.0
Fiberglass Reinforced Plastics Systems,326122.0
J. Franze Concrete Ltd.,237990.0
Faster Linen Service Ltd.,812330.0
1476247 Ontario Inc. o/a De Grandis Concrete Pumping,238110.0
Albea Canada Inc.,326121.0
Alpine Building Maintenance Inc.,561722.0
New Horizon System Solutions,541690.0
Jackson Roofing GTA Inc.,238160.0
Rykka Care Centre LP at Hawthorne Place Care Centre,623110.0
Caressant Care Nursing & Retirement Homes Limited,623110.0
Trentway-Wagar Inc,485210.0
Maxim Group General Contracting Ltd. and Building Restoration Inc.,238110.0
Toronto And Area Road Builders Assn,237310.0
Elringklinger Canada Inc,326290.0
Wayside House Of Hamilton,813310.0
D S I Canada Ltd,238120.0
"Agropur, Division of Natrel",311511.0
Espanola & District Credit Union,522130.0
Jean Daoust Construction Inc.,236210.0
Corense Masonry Ltd,238140.0
Kaneff Properties Limited,531310.0
Traverse Independence,623993.0
Mckesson Canada Ltd,414510.0
Corporation of The Town of Cochrane,913910.0
University Of Ontario Institute Of Technology,611310.0
3M Canada Company,322220.0
"Waterloo Region Record, A division of Metroland Media Group Ltd.",511110.0
Corporation of the Township of Carlow/Mayo,913910.0
District of Kenora Home For The Aged (Pinecrest Home),623110.0
Chippewa Track & Tractor Equipment Rentals,238910.0
Bremont Homes/Onyx Inc,236110.0
Board of Management of the District of Kenora Home for the Aged,623310.0
University of Western Ontario,611310.0
Christie Ossington Neighbourhood Centre,624190.0
Steed And Evans Limited,237310.0
Heavy Construction Association of Windsor,236220.0
G & K Services Canada Inc.,812330.0
Kidsability School Authority,611110.0
Edwin Roofing Ltd,238160.0
Ontario Confederation of University Faculty Assns (OCUFA),813920.0
Royal Ottawa Health Care Group,622210.0
Rector and Church Wardens of St James Cathedral & St James Cemetery,812220.0
Vista Waterloo Limited Partnership dba Crowne Plaza Kitchener-Waterloo Hotel,721111.0
Camino Construction Inc,237990.0
Mcknight & Sons Plumbing & Heating Inc,238220.0
Governing Council of the University of Toronto,611310.0
National Grocers Co Ltd,445110.0
Court Galvanizing Limited,333519.0
Horsfall Concrete Ltd,238140.0
Corporation of The Township of Edwardsburgh/Cardinal,493130.0
Toronto Catholic District School Board,611110.0
Hiram Walker And Sons Limited,312140.0
Caisse Populaire Alliance Limitée,522130.0
Allin Cable Reels (1984) Ltd,332999.0
"Brantford Expositor, A Division of Sun Media",511110.0
Tbaytel,517210.0
Labourers Union Local 607,813930.0
Perth Community Care Centre,623110.0
Quality Ready Mix,327320.0
Walker Environmental Group Inc.,562210.0
Zellers Inc,452110.0
Associated Toronto Taxi-Cab Co-Operative Limited,485310.0
Corporation Of The County Of Lennox And Addington,621911.0
Osprey Media Group Inc (Kingston Whig-Standard),511110.0
Acme Road Builders Inc,237310.0
Providence Healthcare,622310.0
Osprey Media Group Inc (Sault Star),511110.0
Corporation of The City of Timmins,623310.0
Metal Improvement Co,336410.0
Dominion Citrus Limited,413150.0
Manitoulin Health Centre,622111.0
Triple M Metal LP,562210.0
Manitoulin Health Centre,622111.0
Union of Canadian Transportation Employees (UCTE),813930.0
Postmedia Network Inc,511110.0
Adient Seating Canada,336360.0
University Club of McMaster,813410.0
Paramed Home Health Care,621610.0
Bee-Clean Building Maintenance,561722.0
Goodfellow Construction (1993) Ltd.,237990.0
First Choice Excavating Ltd,237130.0
Atikokan General Hospital,622111.0
Carpenters Union,813930.0
Espanola General Hospital,622111.0
Thunder Bay Police Services Board,913130.0
Four Corners Hospitality Ltd,721111.0
First Student Canada,485410.0
Calvin E Construction Ltd,238910.0
Dixon Hall,624190.0
Henderson Builders Limited,238190.0
Handy Bros Climate Care Inc.,238220.0
1372766 Ontario Inc. O/A Ontario Construction Cleaning O/A Commercial Cleaning Services,561722.0
Trinity Village Care Centre,623110.0
Corporation of The Town of Smooth Rock Falls,913910.0
University of Windsor,611310.0
Doug Chalmers Construction Ltd,238990.0
Superior Concrete Forming Ltd,238190.0
Food And Commercial Workers Union Local 175,813930.0
Terrazzo Tile & Marble Guild of Ontario Inc,238340.0
Corporation of the Township of Wollaston,913910.0
National Basketball Association,711211.0
Eitz Chaim Schools,611110.0
Bacardi Canada Inc,312140.0
Providence Care,623110.0
The Nugget,511110.0
Aluminart Products Limited,332321.0
Compass Group Canada (Beaver) Ltd.,722310.0
Seasons Retirement Communities (Clarington) LP,623310.0
Omni Facility Services Canada Ltd,561722.0
Festival Hydro Inc,221122.0
Leggett & Platt Ltd,336320.0
T W Johnstone Co Ltd,237120.0
Safire Infrastructure Inc,237110.0
Parisien Manor Nursing Home,623110.0
Corporation of Municipality of Chatham-Kent,519121.0
Corporation of The Township of Woolwich,913910.0
Community Living North Halton,623210.0
"Waterloo Region Record, A division of Metroland Media Group Ltd.",511110.0
Fr Paving Co Ltd,237310.0
GDI Services (Canada) LP,561722.0
G C Hudson Supply Ltd,237110.0
Toronto Parking Authority,812930.0
Art Gallery of Ontario,712111.0
Toronto District School Board,611110.0
Can-Am Coating Services Inc,238220.0
Upper Grand District School Board,611110.0
Valleyview Residence,623110.0
Sodexho Ms Canada Ltd,722310.0
Bishop Construction (Bisquip Leasing Corp),237310.0
Columbia Forest Products,113311.0
Municipality of Trent Hills,913910.0
Park Avenue Manor Inc.,623310.0
Sodexho Canada Ltd,722310.0
Abe Dick Masonry Ltd,237990.0
J.A Wilson Display Ltd,337215.0
Frost Manor,623110.0
Jazz Aviation LP,481110.0
Dicrete Construction Ltd,237310.0
Moose Factory Island District School Area Board,611110.0
Pioneer Youth Services,623992.0
Corporation of the County of Peterborough,621911.0
2397146 Ontario Inc. operating as Courtyard by Marriott Brampton,721111.0
Essex Terminal Railway Company,482112.0
Shawn Hansford Trucking and Excavating Inc.,237990.0
Salvation Army Bunton Lodge (W P Archibald Centre),623999.0
Regional Municipality of Peel,623310.0
Shaw Almex Industries Limited,333246.0
1569787 Ontario Ltd,238140.0
Association for Christian Education of St. Catharines,611110.0
St. Joseph's Motherhouse,623110.0
D V C Contracting,237310.0
Blind River District Health Centre,622111.0
Aramark Canada Ltd.,722310.0
Incorporated Synod of The Diocese of Ottawa,624220.0
Blue Sky Machining Corp,336390.0
Sienna Senior Living Streetsville Care Community,623110.0
D.S.C. Equipment Rentals Ltd,237120.0
Burlington Golf And Country Club Ltd,713910.0
Lake of The Woods District Hospital,622111.0
Guelph General Hospital,622111.0
R&T Sheet Metal Ltd,238220.0
Alman Publishers & Printers (Espanola) Limited,323119.0
Metcalfe Realty Co Ltd,531310.0
Dover Cliffs Long Term Care Centre,623110.0
Energy+ Inc. (Formerly Cambridge and North Dumfries Hydro Inc. and Brant County Power Incorporated),221122.0
